Ulasan,Tanggal_Ulasan,Label,lokasi,tokens,normalisasi,stopword
pungli lumayan sii banyak pungli,4 tahun lalu,Negatif,bukit jaddih,"['pungli', 'lumayan', 'sii', 'banyak', 'pungli']","['pungli', 'lumayan', 'sii', 'banyak', 'pungli']","['pungli', 'lumayan', 'sii', 'banyak', 'pungli']"
airnya gak sesuai yang biasa biru kemaren coklat banyak targetan di jalanan,3 bulan lalu,Negatif,bukit jaddih,"['airnya', 'gak', 'sesuai', 'yang', 'biasa', 'biru', 'kemaren', 'coklat', 'banyak', 'targetan', 'di', 'jalanan']","['airnya', 'tidak', 'sesuai', 'yang', 'biasa', 'biru', 'kemarin', 'coklat', 'banyak', 'targetan', 'di', 'jalanan']","['airnya', 'tidak', 'sesuai', 'yang', 'biasa', 'biru', 'kemarin', 'coklat', 'banyak', 'targetan', 'di', 'jalanan']"
objek wisata yg sangat sangat tidak terawat sekarang sdh tak sebagus dlu dn juga sepi pengunjung,3 tahun lalu,Negatif,bukit jaddih,"['objek', 'wisata', 'yg', 'sangat', 'sangat', 'tidak', 'terawat', 'sekarang', 'sdh', 'tak', 'sebagus', 'dlu', 'dn', 'juga', 'sepi', 'pengunjung']","['objek', 'wisata', 'yang', 'sangat', 'sangat', 'tidak', 'terawat', 'sekarang', 'sudah', 'tidak', 'sebagus', 'dulu', 'dn', 'juga', 'sepi', 'pengunjung']","['objek', 'wisata', 'yang', 'sangat', 'sangat', 'tidak', 'terawat', 'sekarang', 'sudah', 'tidak', 'sebagus', 'dulu', 'dn', 'juga', 'sepi', 'pengunjung']"
kondisi saat ini sudah kurang terawat mungkin karena lamanya masa pandemi dan masim kemarau danau kolam menjadi kering pengunjung juga tidak ramai,8 bulan lalu,Negatif,bukit jaddih,"['kondisi', 'saat', 'ini', 'sudah', 'kurang', 'terawat', 'mungkin', 'karena', 'lamanya', 'masa', 'pandemi', 'dan', 'masim', 'kemarau', 'danau', 'kolam', 'menjadi', 'kering', 'pengunjung', 'juga', 'tidak', 'ramai']","['kondisi', 'saat', 'ini', 'sudah', 'kurang', 'terawat', 'mungkin', 'karena', 'lamanya', 'masa', 'pandemi', 'dan', 'masim', 'kemarau', 'danau', 'kolam', 'menjadi', 'kering', 'pengunjung', 'juga', 'tidak', 'ramai']","['kondisi', 'saat', 'ini', 'sudah', 'kurang', 'terawat', 'mungkin', 'karena', 'lamanya', 'masa', 'pandemi', 'dan', 'masim', 'kemarau', 'danau', 'kolam', 'menjadi', 'kering', 'pengunjung', 'juga', 'tidak', 'ramai']"
banyak pungli,4 tahun lalu,Negatif,bukit jaddih,"['banyak', 'pungli']","['banyak', 'pungli']","['banyak', 'pungli']"
tempatnya tidak sebagus di foto panas dan terik,7 bulan lalu,Negatif,bukit jaddih,"['tempatnya', 'tidak', 'sebagus', 'di', 'foto', 'panas', 'dan', 'terik']","['tempatnya', 'tidak', 'sebagus', 'di', 'foto', 'panas', 'dan', 'terik']","['tempatnya', 'tidak', 'sebagus', 'di', 'foto', 'panas', 'dan', 'terik']"
pintu masuknya tidak keliatan tandanya panas sekali sedikit sekali tempat berteduh,2 tahun lalu,Negatif,bukit jaddih,"['pintu', 'masuknya', 'tidak', 'keliatan', 'tandanya', 'panas', 'sekali', 'sedikit', 'sekali', 'tempat', 'berteduh']","['pintu', 'masuknya', 'tidak', 'kelihatan', 'tandanya', 'panas', 'sekali', 'sedikit', 'sekali', 'tempat', 'berteduh']","['pintu', 'masuknya', 'tidak', 'kelihatan', 'tandanya', 'panas', 'sekali', 'sedikit', 'sekali', 'tempat', 'berteduh']"
wisata ini belum dikelola dengan baik sehingga banyak pungutan yang tidak jelas,3 tahun lalu,Negatif,bukit jaddih,"['wisata', 'ini', 'belum', 'dikelola', 'dengan', 'baik', 'sehingga', 'banyak', 'pungutan', 'yang', 'tidak', 'jelas']","['wisata', 'ini', 'belum', 'dikelola', 'dengan', 'baik', 'sehingga', 'banyak', 'pungutan', 'yang', 'tidak', 'jelas']","['wisata', 'ini', 'belum', 'dikelola', 'dengan', 'baik', 'sehingga', 'banyak', 'pungutan', 'yang', 'tidak', 'jelas']"
karcis nya mahal potongan kaya preman smua makanya sepi pengunjung,5 bulan lalu,Negatif,bukit jaddih,"['karcis', 'nya', 'mahal', 'potongan', 'kaya', 'preman', 'smua', 'makanya', 'sepi', 'pengunjung']","['karcis', 'nya', 'mahal', 'potongan', 'kaya', 'preman', 'semua', 'makanya', 'sepi', 'pengunjung']","['karcis', 'nya', 'mahal', 'potongan', 'kaya', 'preman', 'semua', 'makanya', 'sepi', 'pengunjung']"
jalanan menuju wisata berdebu dan rusaktaman wisata kurang terawat cuaca panas terik,2 tahun lalu,Negatif,bukit jaddih,"['jalanan', 'menuju', 'wisata', 'berdebu', 'dan', 'rusaktaman', 'wisata', 'kurang', 'terawat', 'cuaca', 'panas', 'terik']","['jalanan', 'menuju', 'wisata', 'berdebu', 'dan', 'rusaktaman', 'wisata', 'kurang', 'terawat', 'cuaca', 'panas', 'terik']","['jalanan', 'menuju', 'wisata', 'berdebu', 'dan', 'rusaktaman', 'wisata', 'kurang', 'terawat', 'cuaca', 'panas', 'terik']"
akses masuk susah jalan rusak banyak tarikan pungli tempat berdebu serbuk kapur akses jalan cukup berbahaya karena tidak ada jalur pejalan kaki dan pegangan,setahun lalu,Negatif,bukit jaddih,"['akses', 'masuk', 'susah', 'jalan', 'rusak', 'banyak', 'tarikan', 'pungli', 'tempat', 'berdebu', 'serbuk', 'kapur', 'akses', 'jalan', 'cukup', 'berbahaya', 'karena', 'tidak', 'ada', 'jalur', 'pejalan', 'kaki', 'dan', 'pegangan']","['akses', 'masuk', 'susah', 'jalan', 'rusak', 'banyak', 'tarikan', 'pungli', 'tempat', 'berdebu', 'serbuk', 'kapur', 'akses', 'jalan', 'cukup', 'berbahaya', 'karena', 'tidak', 'ada', 'jalur', 'pejalan', 'kaki', 'dan', 'pegangan']","['akses', 'masuk', 'susah', 'jalan', 'rusak', 'banyak', 'tarikan', 'pungli', 'tempat', 'berdebu', 'serbuk', 'kapur', 'akses', 'jalan', 'cukup', 'berbahaya', 'karena', 'tidak', 'ada', 'jalur', 'pejalan', 'kaki', 'dan', 'pegangan']"
banyak pungutan liar,2 bulan lalu,Negatif,bukit jaddih,"['banyak', 'pungutan', 'liar']","['banyak', 'pungutan', 'liar']","['banyak', 'pungutan', 'liar']"
sayang kurang terawat dan kurang lengkap fasilitasnya,3 bulan lalu,Negatif,bukit jaddih,"['sayang', 'kurang', 'terawat', 'dan', 'kurang', 'lengkap', 'fasilitasnya']","['sayang', 'kurang', 'terawat', 'dan', 'kurang', 'lengkap', 'fasilitasnya']","['sayang', 'kurang', 'terawat', 'dan', 'kurang', 'lengkap', 'fasilitasnya']"
saya kemaren baru dari sana pintu masuk pertama minta karcis tengah jln pinta lagi sudah dalm minta nya lagi terlalu banyak pungli fasilitas apapun gk ada sangat mengecewakan,4 tahun lalu,Negatif,bukit jaddih,"['saya', 'kemaren', 'baru', 'dari', 'sana', 'pintu', 'masuk', 'pertama', 'minta', 'karcis', 'tengah', 'jln', 'pinta', 'lagi', 'sudah', 'dalm', 'minta', 'nya', 'lagi', 'terlalu', 'banyak', 'pungli', 'fasilitas', 'apapun', 'gk', 'ada', 'sangat', 'mengecewakan']","['saya', 'kemarin', 'baru', 'dari', 'sana', 'pintu', 'masuk', 'pertama', 'minta', 'karcis', 'tengah', 'jalan', 'pinta', 'lagi', 'sudah', 'dalm', 'minta', 'nya', 'lagi', 'terlalu', 'banyak', 'pungli', 'fasilitas', 'apapun', 'tidak', 'ada', 'sangat', 'mengecewakan']","['saya', 'kemarin', 'baru', 'dari', 'sana', 'pintu', 'masuk', 'pertama', 'minta', 'karcis', 'tengah', 'jalan', 'pinta', 'lagi', 'sudah', 'dalm', 'minta', 'nya', 'lagi', 'terlalu', 'banyak', 'pungli', 'fasilitas', 'apapun', 'tidak', 'ada', 'sangat', 'mengecewakan']"
panas berdebu sebaiknya membawa masker berhatihati melewati jalan untuk keatas saat menggunakan kendaraan bermotor,2 tahun lalu,Negatif,bukit jaddih,"['panas', 'berdebu', 'sebaiknya', 'membawa', 'masker', 'berhatihati', 'melewati', 'jalan', 'untuk', 'keatas', 'saat', 'menggunakan', 'kendaraan', 'bermotor']","['panas', 'berdebu', 'sebaiknya', 'membawa', 'masker', 'berhatihati', 'melewati', 'jalan', 'untuk', 'keatas', 'saat', 'menggunakan', 'kendaraan', 'bermotor']","['panas', 'berdebu', 'sebaiknya', 'membawa', 'masker', 'berhatihati', 'melewati', 'jalan', 'untuk', 'keatas', 'saat', 'menggunakan', 'kendaraan', 'bermotor']"
aslinya biasa saja,setahun lalu,Negatif,bukit jaddih,"['aslinya', 'biasa', 'saja']","['aslinya', 'biasa', 'saja']","['aslinya', 'biasa', 'saja']"
masih ada pungli di beberapa lokasi,2 bulan lalu,Negatif,bukit jaddih,"['masih', 'ada', 'pungli', 'di', 'beberapa', 'lokasi']","['masih', 'ada', 'pungli', 'di', 'beberapa', 'lokasi']","['masih', 'ada', 'pungli', 'di', 'beberapa', 'lokasi']"
tempatnya menurut saya biasa aja utk viewnya,2 tahun lalu,Negatif,bukit jaddih,"['tempatnya', 'menurut', 'saya', 'biasa', 'aja', 'utk', 'viewnya']","['tempatnya', 'menurut', 'saya', 'biasa', 'saja', 'untuk', 'viewnya']","['tempatnya', 'menurut', 'saya', 'biasa', 'saja', 'untuk', 'viewnya']"
akses jalan kurang memadai bahkan ada beberapa jalan hanya muat untuk mobil saja jadi apabila papasan salah satu mobil harus mundur,3 tahun lalu,Negatif,bukit jaddih,"['akses', 'jalan', 'kurang', 'memadai', 'bahkan', 'ada', 'beberapa', 'jalan', 'hanya', 'muat', 'untuk', 'mobil', 'saja', 'jadi', 'apabila', 'papasan', 'salah', 'satu', 'mobil', 'harus', 'mundur']","['akses', 'jalan', 'kurang', 'memadai', 'bahkan', 'ada', 'beberapa', 'jalan', 'hanya', 'muat', 'untuk', 'mobil', 'saja', 'jadi', 'apabila', 'papasan', 'salah', 'satu', 'mobil', 'harus', 'mundur']","['akses', 'jalan', 'kurang', 'memadai', 'bahkan', 'ada', 'beberapa', 'jalan', 'hanya', 'muat', 'untuk', 'mobil', 'saja', 'jadi', 'apabila', 'papasan', 'salah', 'satu', 'mobil', 'harus', 'mundur']"
pas ga keliatan putih karena musim hujanjalan masuknya ancurbayar,setahun lalu,Negatif,bukit jaddih,"['pas', 'ga', 'keliatan', 'putih', 'karena', 'musim', 'hujanjalan', 'masuknya', 'ancurbayar']","['pas', 'tidak', 'kelihatan', 'putih', 'karena', 'musim', 'hujanjalan', 'masuknya', 'ancurbayar']","['pas', 'tidak', 'kelihatan', 'putih', 'karena', 'musim', 'hujanjalan', 'masuknya', 'ancurbayar']"
cuacanya panas saya sarankan untuk kesini pagipagi agar tidak terlalu panas hatihati dengan pungli sepanjang perjalanan ada beberapa point dimana kita akan diminta pungli atas nama kas desa sumbangan desa dan sebagainya waktu itu,setahun lalu,Negatif,bukit jaddih,"['cuacanya', 'panas', 'saya', 'sarankan', 'untuk', 'kesini', 'pagipagi', 'agar', 'tidak', 'terlalu', 'panas', 'hatihati', 'dengan', 'pungli', 'sepanjang', 'perjalanan', 'ada', 'beberapa', 'point', 'dimana', 'kita', 'akan', 'diminta', 'pungli', 'atas', 'nama', 'kas', 'desa', 'sumbangan', 'desa', 'dan', 'sebagainya', 'waktu', 'itu']","['cuacanya', 'panas', 'saya', 'sarankan', 'untuk', 'kesini', 'pagipagi', 'agar', 'tidak', 'terlalu', 'panas', 'hatihati', 'dengan', 'pungli', 'sepanjang', 'perjalanan', 'ada', 'beberapa', 'point', 'dimana', 'kita', 'akan', 'diminta', 'pungli', 'atas', 'nama', 'kas', 'desa', 'sumbangan', 'desa', 'dan', 'sebagainya', 'waktu', 'itu']","['cuacanya', 'panas', 'saya', 'sarankan', 'untuk', 'kesini', 'pagipagi', 'agar', 'tidak', 'terlalu', 'panas', 'hatihati', 'dengan', 'pungli', 'sepanjang', 'perjalanan', 'ada', 'beberapa', 'point', 'dimana', 'kita', 'akan', 'diminta', 'pungli', 'atas', 'nama', 'kas', 'desa', 'sumbangan', 'desa', 'dan', 'sebagainya', 'waktu', 'itu']"
puanas berhati hati banyak pungutan tiket liar,4 tahun lalu,Negatif,bukit jaddih,"['puanas', 'berhati', 'hati', 'banyak', 'pungutan', 'tiket', 'liar']","['panas', 'berhati', 'hati', 'banyak', 'pungutan', 'tiket', 'liar']","['panas', 'berhati', 'hati', 'banyak', 'pungutan', 'tiket', 'liar']"
cukup kreatif dengan spot photo instagramable,9 bulan lalu,Negatif,bukit jaddih,"['cukup', 'kreatif', 'dengan', 'spot', 'photo', 'instagramable']","['cukup', 'kreatif', 'dengan', 'spot', 'photo', 'instagramable']","['cukup', 'kreatif', 'dengan', 'spot', 'photo', 'instagramable']"
cocok untuk liburan keluarga tiap kesini pas weekdays karena ga trllu suka rame jadi biar berasa ky private beach pentol ghepeknya enak sekalii ga pernah nemuin selain disini makanya sllu sempetin beli bisa naek dan main atv di sekitar pantai,3 tahun lalu,Negatif,bukit jaddih,"['cocok', 'untuk', 'liburan', 'keluarga', 'tiap', 'kesini', 'pas', 'weekdays', 'karena', 'ga', 'trllu', 'suka', 'rame', 'jadi', 'biar', 'berasa', 'ky', 'private', 'beach', 'pentol', 'ghepeknya', 'enak', 'sekalii', 'ga', 'pernah', 'nemuin', 'selain', 'disini', 'makanya', 'sllu', 'sempetin', 'beli', 'bisa', 'naek', 'dan', 'main', 'atv', 'di', 'sekitar', 'pantai']","['cocok', 'untuk', 'liburan', 'keluarga', 'tiap', 'kesini', 'pas', 'weekdays', 'karena', 'tidak', 'trllu', 'suka', 'ramai', 'jadi', 'biar', 'berasa', 'seperti', 'private', 'beach', 'pentol', 'ghepeknya', 'enak', 'sekalii', 'tidak', 'pernah', 'nemuin', 'selain', 'disini', 'makanya', 'sllu', 'sempetin', 'beli', 'bisa', 'naek', 'dan', 'main', 'atv', 'di', 'sekitar', 'pantai']","['cocok', 'untuk', 'liburan', 'keluarga', 'tiap', 'kesini', 'pas', 'weekdays', 'karena', 'tidak', 'trllu', 'suka', 'ramai', 'jadi', 'biar', 'berasa', 'seperti', 'private', 'beach', 'pentol', 'ghepeknya', 'enak', 'sekalii', 'tidak', 'pernah', 'nemuin', 'selain', 'disini', 'makanya', 'sllu', 'sempetin', 'beli', 'bisa', 'naek', 'dan', 'main', 'atv', 'di', 'sekitar', 'pantai']"
fasilitas umum perlu dibenahi termasuk tangga menuju pantai kamar mandi kurang bersih dan saluran air macet lampu pinggir pantai banyak yg mati,4 tahun lalu,Negatif,bukit jaddih,"['fasilitas', 'umum', 'perlu', 'dibenahi', 'termasuk', 'tangga', 'menuju', 'pantai', 'kamar', 'mandi', 'kurang', 'bersih', 'dan', 'saluran', 'air', 'macet', 'lampu', 'pinggir', 'pantai', 'banyak', 'yg', 'mati']","['fasilitas', 'umum', 'perlu', 'dibenahi', 'termasuk', 'tangga', 'menuju', 'pantai', 'kamar', 'mandi', 'kurang', 'bersih', 'dan', 'saluran', 'air', 'macet', 'lampu', 'pinggir', 'pantai', 'banyak', 'yang', 'mati']","['fasilitas', 'umum', 'perlu', 'dibenahi', 'termasuk', 'tangga', 'menuju', 'pantai', 'kamar', 'mandi', 'kurang', 'bersih', 'dan', 'saluran', 'air', 'macet', 'lampu', 'pinggir', 'pantai', 'banyak', 'yang', 'mati']"
salah satu pantai di sumenep untuk liburan bersama keluarga dan orang kerkasih parkirannya cukup luas ada banyak penjual degan dan rujak serta makanan lainnya sebaiknya kesini sore hari biar sekaligus melihat matahari terbenam,5 bulan lalu,Positif,bukit jaddih,"['salah', 'satu', 'pantai', 'di', 'sumenep', 'untuk', 'liburan', 'bersama', 'keluarga', 'dan', 'orang', 'kerkasih', 'parkirannya', 'cukup', 'luas', 'ada', 'banyak', 'penjual', 'degan', 'dan', 'rujak', 'serta', 'makanan', 'lainnya', 'sebaiknya', 'kesini', 'sore', 'hari', 'biar', 'sekaligus', 'melihat', 'matahari', 'terbenam']","['salah', 'satu', 'pantai', 'di', 'sumenep', 'untuk', 'liburan', 'bersama', 'keluarga', 'dan', 'orang', 'kerkasih', 'parkirannya', 'cukup', 'luas', 'ada', 'banyak', 'penjual', 'degan', 'dan', 'rujak', 'serta', 'makanan', 'lainnya', 'sebaiknya', 'kesini', 'sore', 'hari', 'biar', 'sekaligus', 'melihat', 'matahari', 'terbenam']","['salah', 'satu', 'pantai', 'di', 'sumenep', 'untuk', 'liburan', 'bersama', 'keluarga', 'dan', 'orang', 'kerkasih', 'parkirannya', 'cukup', 'luas', 'ada', 'banyak', 'penjual', 'degan', 'dan', 'rujak', 'serta', 'makanan', 'lainnya', 'sebaiknya', 'kesini', 'sore', 'hari', 'biar', 'sekaligus', 'melihat', 'matahari', 'terbenam']"
liat foto di google map tahun lalu masih bagus pas kmarin datang pendopo sdh agak ditinggalkan pasir tidak seputih dulu juga rekomendasi naik motor trailnya murah sdh dipotoin abangnya juga,2 bulan lalu,Negatif,pantai slopeng,"['liat', 'foto', 'di', 'google', 'map', 'tahun', 'lalu', 'masih', 'bagus', 'pas', 'kmarin', 'datang', 'pendopo', 'sdh', 'agak', 'ditinggalkan', 'pasir', 'tidak', 'seputih', 'dulu', 'juga', 'rekomendasi', 'naik', 'motor', 'trailnya', 'murah', 'sdh', 'dipotoin', 'abangnya', 'juga']","['lihat', 'foto', 'di', 'google', 'map', 'tahun', 'lalu', 'masih', 'bagus', 'pas', 'kmarin', 'datang', 'pendopo', 'sudah', 'agak', 'ditinggalkan', 'pasir', 'tidak', 'seputih', 'dulu', 'juga', 'rekomendasi', 'naik', 'motor', 'trailnya', 'murah', 'sudah', 'dipotoin', 'abangnya', 'juga']","['lihat', 'foto', 'di', 'google', 'map', 'tahun', 'lalu', 'masih', 'bagus', 'pas', 'kmarin', 'datang', 'pendopo', 'sudah', 'agak', 'ditinggalkan', 'pasir', 'tidak', 'seputih', 'dulu', 'juga', 'rekomendasi', 'naik', 'motor', 'trailnya', 'murah', 'sudah', 'dipotoin', 'abangnya', 'juga']"
mahal makanannya,3 tahun lalu,Negatif,pantai slopeng,"['mahal', 'makanannya']","['mahal', 'makanannya']","['mahal', 'makanannya']"
pantai yang nyaman waktu itu bersama sang istri tercinta kemari padahal malamnya akad nikah hehe,6 bulan lalu,Negatif,pantai slopeng,"['pantai', 'yang', 'nyaman', 'waktu', 'itu', 'bersama', 'sang', 'istri', 'tercinta', 'kemari', 'padahal', 'malamnya', 'akad', 'nikah', 'hehe']","['pantai', 'yang', 'nyaman', 'waktu', 'itu', 'bersama', 'sang', 'istri', 'tercinta', 'kemari', 'padahal', 'malamnya', 'akad', 'nikah', 'he']","['pantai', 'yang', 'nyaman', 'waktu', 'itu', 'bersama', 'sang', 'istri', 'tercinta', 'kemari', 'padahal', 'malamnya', 'akad', 'nikah', 'he']"
sayang agak kotor dan terkesan tidak terawat,setahun lalu,Negatif,pantai slopeng,"['sayang', 'agak', 'kotor', 'dan', 'terkesan', 'tidak', 'terawat']","['sayang', 'agak', 'kotor', 'dan', 'terkesan', 'tidak', 'terawat']","['sayang', 'agak', 'kotor', 'dan', 'terkesan', 'tidak', 'terawat']"
banyak pohon cemaranya dan pohon kelapa dengan pasir putih,4 tahun lalu,Positif,pantai slopeng,"['banyak', 'pohon', 'cemaranya', 'dan', 'pohon', 'kelapa', 'dengan', 'pasir', 'putih']","['banyak', 'pohon', 'cemaranya', 'dan', 'pohon', 'kelapa', 'dengan', 'pasir', 'putih']","['banyak', 'pohon', 'cemaranya', 'dan', 'pohon', 'kelapa', 'dengan', 'pasir', 'putih']"
suka bagus bagt buat maen bareng keluarga hehe ada kernagnya jug loh di pasirnya bisa berkuda juga cuma bayar ribu cocok deh,setahun lalu,Negatif,pantai slopeng,"['suka', 'bagus', 'bagt', 'buat', 'maen', 'bareng', 'keluarga', 'hehe', 'ada', 'kernagnya', 'jug', 'loh', 'di', 'pasirnya', 'bisa', 'berkuda', 'juga', 'cuma', 'bayar', 'ribu', 'cocok', 'deh']","['suka', 'bagus', 'bagt', 'buat', 'main', 'bareng', 'keluarga', 'he', 'ada', 'kernagnya', 'jug', 'loh', 'di', 'pasirnya', 'bisa', 'berkuda', 'juga', 'cuma', 'bayar', 'ribu', 'cocok', 'deh']","['suka', 'bagus', 'bagt', 'buat', 'main', 'bareng', 'keluarga', 'he', 'ada', 'kernagnya', 'jug', 'loh', 'di', 'pasirnya', 'bisa', 'berkuda', 'juga', 'cuma', 'bayar', 'ribu', 'cocok', 'deh']"
tempat parkir kurang nyaman begitu jg toilet kurang bersih,2 bulan lalu,Negatif,pantai slopeng,"['tempat', 'parkir', 'kurang', 'nyaman', 'begitu', 'jg', 'toilet', 'kurang', 'bersih']","['tempat', 'parkir', 'kurang', 'nyaman', 'begitu', 'juga', 'toilet', 'kurang', 'bersih']","['tempat', 'parkir', 'kurang', 'nyaman', 'begitu', 'juga', 'toilet', 'kurang', 'bersih']"
aku banyak banget pengalaman di wisata pantai slopeng disini suasananya enak banget sejuk banget banyak banget pengunjung yang bilang kalau pantai slopeng enak buat wisata,3 tahun lalu,Positif,pantai slopeng,"['aku', 'banyak', 'banget', 'pengalaman', 'di', 'wisata', 'pantai', 'slopeng', 'disini', 'suasananya', 'enak', 'banget', 'sejuk', 'banget', 'banyak', 'banget', 'pengunjung', 'yang', 'bilang', 'kalau', 'pantai', 'slopeng', 'enak', 'buat', 'wisata']","['aku', 'banyak', 'banget', 'pengalaman', 'di', 'wisata', 'pantai', 'slopeng', 'disini', 'suasananya', 'enak', 'banget', 'sejuk', 'banget', 'banyak', 'banget', 'pengunjung', 'yang', 'bilang', 'kalau', 'pantai', 'slopeng', 'enak', 'buat', 'wisata']","['aku', 'banyak', 'banget', 'pengalaman', 'di', 'wisata', 'pantai', 'slopeng', 'disini', 'suasananya', 'enak', 'banget', 'sejuk', 'banget', 'banyak', 'banget', 'pengunjung', 'yang', 'bilang', 'kalau', 'pantai', 'slopeng', 'enak', 'buat', 'wisata']"
kemarin caf didalam pantai tidak buka jadi tidak bisa beli,4 bulan lalu,Negatif,pantai slopeng,"['kemarin', 'caf', 'didalam', 'pantai', 'tidak', 'buka', 'jadi', 'tidak', 'bisa', 'beli']","['kemarin', 'caf', 'didalam', 'pantai', 'tidak', 'buka', 'jadi', 'tidak', 'bisa', 'beli']","['kemarin', 'caf', 'didalam', 'pantai', 'tidak', 'buka', 'jadi', 'tidak', 'bisa', 'beli']"
bagus nyaman untuk berlibur bareng anak kecil,setahun lalu,Negatif,pantai slopeng,"['bagus', 'nyaman', 'untuk', 'berlibur', 'bareng', 'anak', 'kecil']","['bagus', 'nyaman', 'untuk', 'berlibur', 'bareng', 'anak', 'kecil']","['bagus', 'nyaman', 'untuk', 'berlibur', 'bareng', 'anak', 'kecil']"
alhamd tempatnya sekarang sudah bersih dan banyak direnofasi tempatnya,4 tahun lalu,Positif,pantai slopeng,"['alhamd', 'tempatnya', 'sekarang', 'sudah', 'bersih', 'dan', 'banyak', 'direnofasi', 'tempatnya']","['alhamd', 'tempatnya', 'sekarang', 'sudah', 'bersih', 'dan', 'banyak', 'direnofasi', 'tempatnya']","['alhamd', 'tempatnya', 'sekarang', 'sudah', 'bersih', 'dan', 'banyak', 'direnofasi', 'tempatnya']"
cuma sampah dimana mana banyak tempat sampah tapi pada buang sampah sembarangan,3 tahun lalu,Negatif,pantai slopeng,"['cuma', 'sampah', 'dimana', 'mana', 'banyak', 'tempat', 'sampah', 'tapi', 'pada', 'buang', 'sampah', 'sembarangan']","['cuma', 'sampah', 'dimana', 'mana', 'banyak', 'tempat', 'sampah', 'tapi', 'pada', 'buang', 'sampah', 'sembarangan']","['cuma', 'sampah', 'dimana', 'mana', 'banyak', 'tempat', 'sampah', 'tapi', 'pada', 'buang', 'sampah', 'sembarangan']"
asyik buat mandi dan lihat keindahan pantai landai sehingga mudah ngontrol anak anak,4 tahun lalu,Positif,pantai slopeng,"['asyik', 'buat', 'mandi', 'dan', 'lihat', 'keindahan', 'pantai', 'landai', 'sehingga', 'mudah', 'ngontrol', 'anak', 'anak']","['asyik', 'buat', 'mandi', 'dan', 'lihat', 'keindahan', 'pantai', 'landai', 'sehingga', 'mudah', 'ngontrol', 'anak', 'anak']","['asyik', 'buat', 'mandi', 'dan', 'lihat', 'keindahan', 'pantai', 'landai', 'sehingga', 'mudah', 'ngontrol', 'anak', 'anak']"
pantai masih bagus tidak terlalu ramai ada persewaan kuda yg cocok untuk anak anak dengan ombak yang tenang sangat aman untuk keluarga anak anak tetap harus diawasi pasir berwarna putih sangat indah pada sore hari terdapat tempat singgah yang bisa dipakai tanpa membayar sewa cocok sambil minum kelapa muda,setahun lalu,Negatif,pantai slopeng,"['pantai', 'masih', 'bagus', 'tidak', 'terlalu', 'ramai', 'ada', 'persewaan', 'kuda', 'yg', 'cocok', 'untuk', 'anak', 'anak', 'dengan', 'ombak', 'yang', 'tenang', 'sangat', 'aman', 'untuk', 'keluarga', 'anak', 'anak', 'tetap', 'harus', 'diawasi', 'pasir', 'berwarna', 'putih', 'sangat', 'indah', 'pada', 'sore', 'hari', 'terdapat', 'tempat', 'singgah', 'yang', 'bisa', 'dipakai', 'tanpa', 'membayar', 'sewa', 'cocok', 'sambil', 'minum', 'kelapa', 'muda']","['pantai', 'masih', 'bagus', 'tidak', 'terlalu', 'ramai', 'ada', 'persewaan', 'kuda', 'yang', 'cocok', 'untuk', 'anak', 'anak', 'dengan', 'ombak', 'yang', 'tenang', 'sangat', 'aman', 'untuk', 'keluarga', 'anak', 'anak', 'tetap', 'harus', 'diawasi', 'pasir', 'berwarna', 'putih', 'sangat', 'indah', 'pada', 'sore', 'hari', 'terdapat', 'tempat', 'singgah', 'yang', 'bisa', 'dipakai', 'tanpa', 'membayar', 'sewa', 'cocok', 'sambil', 'minum', 'kelapa', 'muda']","['pantai', 'masih', 'bagus', 'tidak', 'terlalu', 'ramai', 'ada', 'persewaan', 'kuda', 'yang', 'cocok', 'untuk', 'anak', 'anak', 'dengan', 'ombak', 'yang', 'tenang', 'sangat', 'aman', 'untuk', 'keluarga', 'anak', 'anak', 'tetap', 'harus', 'diawasi', 'pasir', 'berwarna', 'putih', 'sangat', 'indah', 'pada', 'sore', 'hari', 'terdapat', 'tempat', 'singgah', 'yang', 'bisa', 'dipakai', 'tanpa', 'membayar', 'sewa', 'cocok', 'sambil', 'minum', 'kelapa', 'muda']"
asyik tempatnya apalagi saat sore hari indah pemandangannya,4 tahun lalu,Positif,pantai slopeng,"['asyik', 'tempatnya', 'apalagi', 'saat', 'sore', 'hari', 'indah', 'pemandangannya']","['asyik', 'tempatnya', 'apalagi', 'saat', 'sore', 'hari', 'indah', 'pemandangannya']","['asyik', 'tempatnya', 'apalagi', 'saat', 'sore', 'hari', 'indah', 'pemandangannya']"
kotor tempat sekitarnya,6 bulan lalu,Negatif,pantai slopeng,"['kotor', 'tempat', 'sekitarnya']","['kotor', 'tempat', 'sekitarnya']","['kotor', 'tempat', 'sekitarnya']"
bagus enak buat bersantai sama keluarga,4 tahun lalu,Positif,pantai slopeng,"['bagus', 'enak', 'buat', 'bersantai', 'sama', 'keluarga']","['bagus', 'enak', 'buat', 'bersantai', 'sama', 'keluarga']","['bagus', 'enak', 'buat', 'bersantai', 'sama', 'keluarga']"
