Judul,Isi,Kategori
Valentino Rossi Sedih Jorge Lorenzo Pensiun,"Rider Yamaha, Valentino Rossi menyayangkan Jorge Lorenzo harus pensiun begitu cepat. Padahal bagi Rossi, Lorenzo adalah salah satu lawan terhebatnya di lintasan.Dua hari lalu, Lorenzo memutuskan pensiun dalam konferensi pers jelang balapan MotoGP Valencia akhir pekan ini. Seri penutup MotoGP 2019 itu juga jadi balapan terakhir Lorenzo.Lorenzo menyebut kondisi fisik jadi alasan mengapa dia akhirnya memutuskan pensiun lebih cepat. Pasalnya, performa Lorenzo begitu payah bersama Honda karena diganggu serangkaian cedera.Hal ini lantas membuat Rossi merasa sedih. Sebagai mantan rekan setim sekaligus rival sengit semasa di Yamaha, Rossi menilai Lorenzo adalah pebalap hebat sejak debutnya pada 2008.“Saya rasa kami sudah kehilangan salah satu bagian terpenting dalam olahraga ini,” ujar Rossi dikutip dari detik.com.“(Lorenzo) Dia adalah seorang juara sejati, dia sangat membuat saya terkesan dari sisi konsentrasi dan kecepatan,” sambung Rossi yang setim dengan Lorenzo sedari 2008-2010 dan 2013-2016“Sejak debut tahun 2008, dari pertama kali dia debut di MotoGP, dia selalu tampil luar biasa selama lebih dari 10 tahun ini.”Apalagi Rossi dan Lorenzo sempat bersaing sengit dalam perburuan gelar juara sebelum hadirnya Marc Marquez pada 2013. Rossi jadi juara pada 2008 dan 2009, lalu Lorenzo berjaya pada 2010 dan 2012, setelah sempat diselingi Casey Stoner di 2011.“Kami juga lama berada di tim yang sama, kami berbagi garasi yang sama, dan jujur secara pribadi, dia adalah salah satu rival terhebat saya.”“Kami melakoni balapan hebat bersama-sama yang bakal saya selalu ingat. Sangat disayangkan jika dia harus pensiun,” demikian Rossi.(Red)",Sport
Hasil Survey IPRC Klaim Airin Unggul Pada Pilgub Banten 2024,"SERANG– Indonesia Politics Research and Consulting (IPRC) bekerjasama dengan Laboratorium Citizen, Environment and Digital Democracy (CEDD) Ilmu Pemerintahan Universitas Sultan Ageng Tirtayas (Untirta) mengeluarkan hasil survey Pilgub Banten dan Pilpres 2024 mendatang. Dari hasil survey calon Gubernur Banten, Airin Rachmi Diany menggungguli lima kandidat calon lainnya.Dalam hasil survey IPRC terdapat lima nama yang meraih survey tertinggi yaitu, Airin Rachmi Diany, Rano Karno, Wahidin Halim, Iti Octavia Jayabaya dan Yandri Susanto.Peneliti IPRC, Jonas Silas mengatakan, berdasarkan basil survey tertutup, Airin menduduki peringkat pertama dengan 25 persen, disusul Rano Karno 18,5 persen, Wahidin Halim 16,0 persen, Iti Octavia Jayabaya 10,5 persen dan Yandri Susanto 0,8 persen.“Pada simulasi tertutup Airin tertinggi, lalu Rano Karno, Wahidin, Iti dan Yandri. Tapi di sisi lain, undicided voters masih tinggi sebesar 28,8 persen,” kata Jonas saat mengungkapkan hasil survey di salah satu kafe di Cipocok Jaya, Kota Serang, Jumat (13/10/2023).Lebih lanjut, Jonas mengungkapkan, untuk popularitas Rano Karno masih tinggi di Banten sebesar 75,6 persen.“Setelah Rano Karno, tokoh yang dikenal yaitu Wahidin Halim sebesar 65,8 persen, lalu disusul Airin 63,3 persen dan Iti Octavia sebesar 32,3 persen,” katanya.Dirinya juga menilai, tingkat popularitas pada calon gubernur adalah sosok yang telah menjabat sebagai gubernur pada periode sebelumnya. Namun, nama calon kepala daerah pada tingkatan kabupaten/kota juga berpeluang ditingkatkan popularitasnya.Di sisi lain, nama Wakil Gubernur Banten periode 2017-2022 Andika Hazrumy dalam hasil survey IPRC keluar dari lima besar kandidat calon Gubernur Banten. Andika unggul hanya di dalam hasil survey kandidat calon Wakil Gubernur Banten.“Nama Andika (Hazrumy) muncul dalam survey (dengan metode semi terbuka) jadi pertanyaan yang diberikan kepada responden ada soal yang diiis sendiri. Tapi kalau di tertutup kita kunci (nama-namanya),” jelasnya.Jonas juga menuturkan, metode yang digunakan adalah multistage random sampling dengan total responden sebanyak 1.220 orang yang tersebar di delapan kabupaten/kota.“Untuk margin error 2,87 persen dan tingkat kepercayaan mencapai 95 persen,” tuturnya.Ditambahkan Jonas, temuan utama dalam survey kali ini adalah bagaimana dukungan kepada calon gubernur masih belum solid dan stabil.“Setiap calon gubernur masih mempunyai peluang menaikan dukungan dengan merebut undicise voters yang masih cukup tinggi sebesar 28,8 persen. Dan calon gubernur dapat meningkatkan popularitas dan elektabilitasnya di daerah yang bukan menjadi basis mereka,” tandasnya. (Mir/Red)",Politik
"Siap Nyapres, Ganjar Akui Menunggu Konsolidasi Partai","JAKARTA– Gubernur Jawa Tengah, Ganjar Pranowo menjadi nama yang digadang-gadang bakal maju di Pemilihan Presiden (Pilpres) 2024 mendatang.Pasalnya, Ganjar masuk sebagai bakal calon presiden dengan elektabilitas yang moncer. Dia selalu masuk ke tiga besar survei elektabilitas bakal capres.Meskipun belum dideklarasikan oleh partai yang menaunginya yakni PDI Perjuangan, Ganjar mengaku bahwa dirinya siap jika dicalonkan.Ganjar menyebutkan jika untuk bangsa maka dia siap untuk menjadi capres di 2024 mendatang.“Salama kondisi dua realitas yang ada itu maka kalau untuk bangsa dan negara apa sih yang enggak siap,” kata Ganjar dalam wawancara di stasiun televisi nasional.Kendati demikian Ganjar menyebutkan bahwa dia masih menunggu proses dalam internal PDIP.“Sebagai etik politik kami sangat menghormati PDIP sebagai partai saya, yang kedua realisasi partai-partai yang sedang berbincang,” ujar Ganjar.“Biarkanlah kita kasih kesempatan pada partai yang menentukan untuk mereka berdialog mereka berkomunikasi untuk mengambil yang terbaik,” tambahnya.Tak hanya itu, Ganjar juga menyebutkan bahwa dia menunggu konsolidasi partai-partai atas pengusungan capres.Pasalnya menurut dia meskipun PDIP bisa maju sendiri buat Pilpres 2024, partai tak bisa berjalan sendiri untuk mengurusi negara yang besar.“Tentu saja [menunggu konsolidasi] karena hanya PDI Perjuangan yang bisa mengusulkan sendiri dan partai lain bergabung, tapi rasanya bangsa ini terlalu besar untuk diurus sendirian,” imbuhnya. (Red)",Politik
Buruh Pabrik di Serang Tega Perkosa Gadis di Bawah Umur,"SERANG– Buruh pabrik di Kabupaten Serang AS (22) harus berurusan dengan pihak kepolisian. Buruh pabrik di Kecamatan Kibin, Kabupaten Serang itu nekat mencabuli HA (17) di tempat kontrakannya di Desa Julang, Kecamatan Cikande, Kabupaten Serang.Sebelumnya, korban dan tersangka sudah saling mengenal. Kemudian korban diajak ke tempat kontrakan tersangka di Desa Julang. Di dalam kamar kontrakan tersebut, tersangka mengajak korban bersetubuh.“Korban menolak namun tersangka yang tidak kuat menahan hawa nafsu kemudian melucuti pakaian korban dan mengancam akan melaporkan kepada warga,” kata Kasatreskim AKP Andi Kurniady, Sabtu (25/11/2023).Lantaran takut akan ancaman, korban yang ketakutan akhirnya menuruti kemauan tersangka. Usai melampiaskan nafsu syahwatnya, tersangka kembali mengancam agar kejadian tersebut tidak dilaporkan kepada siapapun.“Namun sepulang dari rumah kontrakan, korban bercerita kepada temannya. Oleh temannya itu, peristiwa pencabulan dilaporkan ke orangtua korban. Tidak terima anak gadisnya dicabuli, pihak keluarga kemudian mengadu ke Polres Serang,” jelasnya.Berbekal laporan, pemeriksaan saksi-saksi dan visum et repertum, personil Unit PPA langsung bergerak mengejar tersangka dan berhasil mengamankan di rumahnya di Desa Sukatani.“Tersangka AS diamankan di rumahnya dan langsung digelandang ke Mapolres Serang untuk dilakukan pemeriksaan. Saat ini tersangka AS sudah dilakukan penahanan,” tandasnya.Atas perbuatannya ini, tersangka AS dijerat Pasal 82 ayat (1) UU RI No.17 Tahun 2016 tentang Perubahan Kedua Atas UU No.23 tahun 2002Tentang Perlindungan Anak dengan ancaman hukuman minimal 5 tahun maksimal 15 tahun penjara.(Red)",hukum
"Dugaan Pungli di KPU Lebak, Polisi Periksa 6 Orang Saksi","LEBAK– Adanya dugaan pungutan liar (Pungli) yang dilakukan oleh Komisi Pemilihan Umum (KPU) Lebak kepada Panitia Pemilihan Kecamatan (PPK) dan Panitia Pemungut Suara (PPS) saat ini tengah dilakukan penyelidikan oleh penyidik Unit Tindak Pidana Korupsi (Tipikor) Satreskrim Polres Lebak.Kanit Tipikor Satreskrim Polres Lebak, IPTU Putu Ari Sanjaya mengatakan saat ini pihaknya telah melakukan pemeriksaan terhadap 6 orang saksi dari staf KPU Lebak PPS dan PPK untuk dimintai keterangan terkait dugaan pungli tersebut.“Kita sudah memanggil dan meminta keterangan saksi-saksi yang honornya diduga dipungut,” kata Putu saat dihubungi, Selasa (11/4/2023).Ia menambahkan, saat ini masih proses pemanggilan saksi terkait adanya dugaan pungli. “Hasilnya nanti akan kami kabarin lagi kepada rekan-rekan. Sabar ya masih berproses, nanti pasti dikabarin lebih lanjutnya,” ucapnya.Diberitakan sebelumnya, KPU Kabupaten Lebak didemo oleh aktivis Ikatan Mahasiswa Lebak (Imala). Mereka menuding jika KPU Lebak telah melakukan pungli honor PPS dan PPK. (San/Red)",hukum
Tim Dayung Indonesia Tambah Satu Emas SEA Games,"KirimΔ– Tim Dayung Indonesia menambah koleksi satu medali emas dalam SEA Games 2021 Vietnam yang berlangsung di Hai Phong Canoeing and Rowing Training Center, Vietnam, Jumat (13/5/2022).Emas hari ini didapat dari nomor lightweight man’s four yang dimotori Mahendra Yanto, Ali Buton, Ferdiansyah, dan Denri Maulidzar. Mereka finis pertama dengan catatan waktu 6 menit 47 detik.Vietnam berada di posisi kedua terpaut 5,1 detik dari Indonesia, diikuti Filipina yang finis ketiga dengan catatan waktu 7 menit.Ferdiansyah mengatakan lega bisa memenuhi target meraih medali emas pada nomor tersebut, serta mengalahkan tim tuan rumah yang dinilainya memiliki tim yang kuat dan solid.“Sebenarnya sulit untuk mengejar Vietnam. Mereka bagus dan tim yang solid. Meski dari awal target kami emas, tetapi kami tidak menyangka bisa menjadi nomor satu,” kata Ferdiansyah kepada tim media CdM seperti dimuat Antara.Sayangnya, keberhasilan tim putra belum mampu diikuti tim putri. Pada nomor lightweight women’s quadruples scull yang diperkuat Melani Putri, Mutiara Rahma, Anggi Widiarti, dan Nurtang, Indonesia harus puas dengan perolehan medali perak.Medali emas menjadi milik tim tuan rumah yang finis tercepat dengan waktu 7 menit 11 detik, terpaut 7 detik dari Melani Putri dan kawan-kawan.Dengan hasil tersebut, tim rowing Indonesia saat ini telah mengumpulkan tiga medali emas dan tiga perak. Merah Putih masih memiliki peluang menambah koleksi emas hari ini hingga Sabtu besok. (Red)",Sport
"Bawa Sajam, 6 Berandal Jalan Diciduk Polsek Pasar Kemis","TANGERANG– Aparat Polsek Pasar Kemis Polresta Tangerang Polda Banten mengamankan 6 remaja yang kedapatan membawa senjata tajam di Perumahan Puri, Desa Sukamantri, Kecamatan Pasar Kemis, Kabupaten Tangerang pada Sabtu (27/5) dini hari.“Dari 6 orang yang diamankan, 1 orang dewasa, dan 5 orang usia 14 sampai 15 tahun dan berstatus pelajar,” kata Kapolsek Pasar Kemis AKP Irfan Abdul Gofar, Selasa (20/5/2023).Irfan menerangkan, keenam remaja itu awalanya berkeliaran menggunakan 3 unit sepeda motor sambil menenteng senjata tajam. Warga yang resah kemudian menghentikan laju para remaja itu. Pada saat itu, anggota Polsek Pasar Kemis yang sedang melakukan patroli melintas di lokasi. “Oleh petugas, para remaja itu langsung diamankan berikut barang bukti sepeda motor dan senjata tajam,” terang Irfan.Dijelaskan Irfan, senjata tajam yang diamankan adalah sebilah celurit, sebilah kapak, dan gagang rol cat yang ujungnya sudah dimodifikasi menjadi tajam menyerupai celurit. “Selanjutnya para remaja itu diserahkan ke penyidik guna dilakukan pemeriksaan,” pungkas Irfan.(Red).",hukum
"Liga Santri Usai, Daarul Qur’an Juarai Sepakbola Pesantren di Kota Tangerang","TANGERANG– Gelaran Liga Santri Piala Walikota Tangerang U-17 telah usai digelar, setelah sebelumnya liga yang mempertemukan 32 tim dari berbagai pondok pesantren di Kota Tangerang tersebut mulai bergulir sejak tanggal 1 September 2023 lalu.Walikota Tangerang, Arief R Wismansyah secara resmi menutup ajang yang digelar sebagai bagian dari rangkaian peringatan Hari Santri Nasional yang diperingati pada 22 Oktober setiap tahunnya.“Ajang ini menjadi sarana silaturahmi dan rekreasi bagi para santriawan dan santriwati, selain menjadi sarana kompetisi olahraga sepakbola,” tutur Walikota dalam penutupan Liga Santri yang berlangsung di Stadion Benteng Reborn, Kota Tangerang, Senin (18/9/2023).Arief menambahkan dengan diselenggarakannya Liga Santri, akan semakin memupuk semangat sportivitas dan juga merajut rasa persatuan dan kesatuan dari para santri dari seluruh pondok pesantren yang ada di Kota Tangerang.“Di pertandingan adalah lawan, tapi peluit akhir berbunyi saatnya kembali bersatu menjadi saudara,” pesannya.Tak hanya itu, lanjut Arief, melalui ajang Liga Santri U-17 diharapkan menjadi wadah lahirnya bibit-bibit pesepakbola dengan kualitas yang mumpuni yang berasal dari pondok pesantren di Kota Tangerang.“Mudah-mudahan ada yang dilirik oleh klub-klub dan menjadi salah satu pemain bola nasional yang mendunia,” harap Arief.Sebagai informasi, ajang Liga Santri jilid kedua tahun 2023 ini dimenangkan oleh kesebelasan Pondok Pesantren Daarul Qur’an usai menumbangkan perlawanan dari kesebelasan Pondok Pesantren Daarussa’adah dengan skor akhir 1 – 0.(Ril/Red)",Sport
Demokrat Kabupaten Tangerang Lantik Pengurus Ranting di 29 Kecamatan,"TANGERANG– Dewan Pimpinan Cabang (DPC) Partai Demokrat Kabupaten Tangerang melantik pengurus Dewan Pimpinan Ranting (DPRt) di 29 Kecamatan di Kabupaten Tangerang, Rabu (28/12/2022).Pelantikan pengurus tingkat ranting hingga 29 Kecamatan itu dipimpin langsung oleh Ketua DPC Partai Demokrat Kabupaten Tangerang M. Nawa Said Dimyati sejak bulan Oktober 2022 lalu.Pelantikan Pertama Pengurus tingkat ranting dilaksanakan di Kecamatan Kemiri pada 26 Oktober 2022 dengan melantik 70 pengurus ranting. Saat ini DPC Partai Demokrat Kabupaten Tangerang yang dikomandoi M. Nawa Said Dimyati berhasil melantik 260 ranting tingkat desa/keluragan dengan jumlah pengurus kurang lebih 2,822 orang.Kepala BPOKK DPC Partai Demokrat Kabupaten Tangerang, Ibrohim mengatakan pelantikan di Kecamatan Pagedangan yang menggabungkan 3 Kecamatan yang diantaranya Kecamatan, Cisauk, Pagedangan dan Kelapa Dua merupakan pelantikan Ranting ke 29 Kecamatan.“Ini kami melantik ranting di 3 kecamatan sekaligus. Ini juga merupakan pelantikan yang 29 Kecamatan. Kami juga ada 14 Ranting lagi yang belum di lantik itu ada di 2 Kecamatan masing-masing 7 Ranting,” katanya saat dimintai keterangan.Ibrohim memaparkan, di 3 Kecamatan tersebut terdapat 23 ranting dengan komposisi pengurus setiap ranting 10 orang.“Tadi pengurus yang kita lantik ada 230 orang, setiap ranting ada 10 pengurus, alhamdulilan PR kita sedikit lagi,” ujarnya.Kata Ibrohim, Sesuai dengan arahan ketua DPC Partai Demokrat Kabupaten Tangerang pihaknya akan segera melantik pengurus ranting di 14 Desa yang ada di dua kecamatan tersebut.“Arahan ketua kami BPOKK akan segera melantik pengurus yang belum dilantik itu,” ujarnya.Saat dikonfirmasi, Ketua DPC Partai Demokrat Kabupaten Tangerang M. Nawa Said Dimyati mengaku dirinya konsisten menyelesaikan kepengurusan partai demokrat tingkat ranting hingga anak ranting.“Sejak awal kami berkonsisten untuk menyelesaikan kepengurusan hingga tingkat terbawah. Alhamdulilah saya bisa turun langsung melantik temen-temen pengurus ranting,” katanya.Ketua DPC yang akrab disapa Cak Nawa mengatakan, sesuai dengan laporan kepala BPOKK ada 2 kecanatan yang belum seluruh ranting dilantik.Kata ia berdasarkan laporan anak buahnya sesuai dengan keinginin ketua DPAC pelantikan pengurus ranring di 14 desa itu akan diberengi dengan pelantikan pengurus anak ranting.“Jadi hasil laporan BPOKK kepada saya bahwa keinginan ketua DPAC agar ranting di 2 kecamatan yang belum di lantik itu agar dilantiknya satu persatu karena setiap ranting itu pelantikannya berbarengan dengan pemgurus anak ranting,” tukasnya. (Red)",Politik
Presiden Barcelona Tepis Messi Bakal Pergi Tinggalkan Klub,"Presiden BarcelonaJosep Maria Bartomeu telah membahas spekulasi seputar masa depan Lionel Messi. Dia menegaskan bahwa bintang Argentina itu akan tetap di Barcelona hingga sisa masa karirnya.Ya belakangan ini rumor beredar bahwa Messi siap untuk pergi dari Barcelona ketika kontraknya berakhir musim panas mendatang.Messi belum mengomentari rumor tersebut di muka umum, meskipun diamnnya messi diyakini sebagai mosi tidak percaya pada kepengurusan Bartomeu.Pemilihan presiden, yang semula dijadwalkan untuk tahun depan, sekarang dapat diajukan dengan harapan bisa menenangkan Messi.Manajemen tim tetap yakin pemain berusia 33 tahun itu akan menandatangani kontrak baru.“Saya tidak akan memberikan perincian tetapi Messi telah mengatakan berkali-kali bahwa ia akan mengakhiri karir sepakbolanya di Barcelona,” kata Josep Maria seperti dilansirgoal.com.(Red)",Sport
"Nurul Azizah, Atlet MMA Wanita Tangguh dari Cipondoh Kota Tangerang","TANGERANG– Mixed Martial Arts (MMA) pada umumnya lebih banyak digemari kaum pria. Olahraga bela diri ini menggabungkan beberapa jenis olahraga bela diri dalam satu pertandingan. Tak jarang, cedera yang dialami para atlet MMA cukup parah.Meskipun begitu, bukan berarti wanita tidak boleh dan tidak bisa mengikuti olahraga ini. Kompetisi MMA internasional, UFC pun sudah memiliki kategori khusus untuk wanita. Beberapa atlet seperti Amanda Nunes, hingga Ronda Rousey sudah dikenal banyak orang.Kota Tangerang ternyata juga memiliki atlet MMA wanita, asal Cipondoh yaitu Nurul Azizah. Ia mengenal olahraga bela diri sejak masih duduk di bangku SMP. Mulanya, mengikuti ekstrakurikuler sebagai pertahanan diri, tetapi akhirnya terus berlanjut hingga sekarang di tahap profesional.“Waktu itu, memang ikut ekstrakurikuler hanya untuk pertahanan diri saja. Tetapi, pelatih melihat sepertinya saya ada bakat. Akhirnya dicoba untuk naik ring dan sampai sekarang masih berjalan secara profesional,” ungkap Nurul dalam keterangannya, Rabu (15/3/2023).Selain itu, kini Nurul menguasai 10 jenis bela diri yaitu muaythai, boxing, kick boxing, jiujitsu, Brazilian Jiujitsu, grappling, wushu, silat, taekwondo, dan gulat.“Selain bela dirinya, saya juga tertarik mempelajari senjata dari beberapa bela diri seperti kribe, krambit dan lainnya. Tidak menutup kemungkinan juga saya akan mempelajari seni bela diri yang lain,” lanjutnya.Berbagai kompetisi nasional dan internasional sudah pernah ia jajaki. Gelar juara pun tak lagi asing baginya di antaranya seperti Juara 1 Abu Dhabi Jiujitsu Pro di Korea pada tahun 2019, Juara 1 Jiujitsu PON Papua pada 2021, hingga Juara MMA Pro Fighter ONE Pride di ANTVIa pun mengajak para wanita untuk belajar bela diri, sebagai bentuk pertahanan diri. Jika memang tertarik untuk mengenal lebih dalam seni bela diri, lakukan secara serius karena dapat mengubah hidup.“Menurut saya, para wanita harus memiliki kemampuan bela diri. Ini sebagai antisipasi dan juga sebagai benteng diri kita. Kalau memang akhirnya tertarik mengenal lebih dalam, pastikan lakukan dengan serius, jangan takut bengkak atau sakit. Itu kurang tepat, karena melalui bela diri ini malah bisa mengubah hidup,” tutupnya.(Ril/Red)",Sport
Fauzan Dardiri Ingin Anak Muda Punya Perwakilan di DPRD Kota Serang,"SERANG– Doa dari orang terdekat menjadi modal bakal calon legislatif (bacaleg) DPRD Kota Serang, Fauzan Dardiri dapil Cipocok Jaya maju di pemilihan legislatif (Pileg) 2024 mendatang. Salah satunya dari istri tercinta.Politisi muda dari PDI Perjuangan itu mengharapkan keterwakilan kaum muda di parlemen. Fauzan mengatakan, salah satu indikator pemilih muda di Pemilu 2024 hampir diangka 50 persen dari total pemilih yang ada.“Bagi kami anak-anak muda ini kesempatan untuk mengajak generasi muda untuk melek politik. Kemudian untuk bertisipasi memilih partai PDI Perjuangan,” kata Fauzan kepada awak media saat ditemui di Kantor KPU Kota Serang, Kamis 11 Mei 2023.Fauzan menjelaskan, keterwakilan anak muda di parlemen bisa menjadi terobosan dan mampu menuangkan ide dan gagasan yang lebih maju untuk memperjuangkan harapan bangsa.“Sehingga outputnya nanti ada anak-anak muda hadir di parlemen yang memperjuangkan harapannya,” ujar Fauzan.Pria yang aktif menyuarakan kaum muda ini juga menyebut bahwa, keterlibatan anak muda di kursi legislatif bisa menjadi dorongan untuk membuat regulasi dan program yang dapat didorong pada pemerintah daerah.“Karena memang tentu keinginan anak muda tertampung dan kemudian bisa didorong menjadi sebuah program yang nantinya di Pemkot Serang,” ucap Fauzan.Ia berharap, di Kota Serang harus ada keterwakilan kaum muda untuk duduk di kursi legislatif pada DPRD Kota Serang periode 2024-2029“Kalo anak anak muda secara umum, saya di dapil Cipocok bisa mewakili satu kursi untuk anak anak muda. Mudah-mudahan di dapil lain juga anak anak muda bisa ikut terlibat,” kata Fauzan.(Red)",Politik
Indonesia Jadi Tuan Rumah Piala Dunia U-20 pada 2021,"SERANG– Negara Indonesia resmi menjadi tuan rumah Piala Dunia U-20 pada 2021. Dalam hal ini PSSI tak hanya menyiapkan diri sebagai tuan rumah Piala Dunia U-20 2021, namun juga wajib menyediakan Timnas Indonesia dalam waktu dua tahun ke depan. Adalah generasi kembar Bagas dan Bagus untuk bertarung di ajang itu.Indonesia sah menjadi tuan rumah Piala Dunia U-20 2021 setelah Presiden FIFA Gianni Infantino mengumumkannya dalam FIFA Council Meeting yang berlangsung di Shanghai, China, Kamis (24/10/2019). PSSI telah menyiapkan sepuluh stadion sebagai kandidat venuenya.PSSI pun harus bergerak cepat termasuk menyiapkan tim yang akan bertanding. Anggota Komite Eksekutif PSSI, Refrizal, mengatakan kemungkinan tim yang akan disiapkan adalah generasi Bagas Kaffa Cs.“Sekarang ini yang kami siapkan untuk Piala Dunia dan Olimpiade nanti generasi Bagas dan Bagus. Karena, mereka rata-rata kan baru 17-18 tahun dan kalau ditambah lima tahun saat Olimpiade saya rasa pas usia mereka,” kata Refrizal di Kantor Kemenpora, Senayan, Kamis (24/10/2019) dikutip dari detik.com.“Kenapa generasi mereka, karena kan program kami memang menyiapkan yang terdekat ini Indonesia ikut Olimpiade 2024. Dan anak-anak ini yang kami siapkan. Termasuk Witan Sulaeman, ya,” dia menjelaskan.Nah, soal pelatih, pelatih berusia 60 tahun itu tak ingin berspekulasi. Apalagi, Fakhri Husaini habis kontrak Desember ini.“Kami lihat selepas penyisihan Piala Asia U-19 dulu. Kami evaluasi dulu. Kalau saya terpilih jadi Komite Exco saya akan pertahankan Fakhri Husaini jadi pelatih Timnas kita. Dia ini kan lokal rasa internasional,” ujar dia.Lagipula, Fakhri disebut dia, sudah bagus dan dekat dengan para pemain. Begitu pula dengan chemistry-nya sudah dapat sehingga mungkin dipertahankan.“Fakhri kan gelandang elegan yang kita punya, pemain tengah terbaik yang kita punya di zamannya,” ujar dia.“Yang jelas, kami siapkan pemain, enggak main-main karena kan kita siapkan dari usia 15, 16, sekarang ke 19 mereka. Anda lihat kan mainnya bagaimana, China disikat 3-1. Yang kalah kedua itu 100 persen pemain pelapis. Yang pasti kita enggak mau kalah di babak penyisihan saja dong. Paling tidak (mereka) lolos (dulu),” politikus PKS itu menyoal target.(Red)",Sport
"Polisi Gerebek Tempat Judi di Kragilan, Tiga Orang Kabur","KAB. SERANG– Polisi menggerebek lima warga yang tengah asyik berjudi di Desa Undar-Andir, Kecamatan Kragilan, Kabupaten Serang, Banten. Tiga orang diantaranya kabur.Dalam penggerebekan itu, dua orang asal Kecamatan Kragilan berinisial UD (46) dan SU (34) ditangkap. Dari hasil penangkapan, polisi juga menemukan satu set kartu domino serta uang taruhan.Kedua pelaku yang kini ditahan di Mapolsek Kragilan mengaku sudah sering berjudi di lokasi kejadian. Keduanya menyebut bahwa bermain judi hanya karena iseng.“Cuma iseng sambil menunggu waktu sore. Main uangnya juga tidak banyak, cuma seribuan,” ungkap kedua tersangka.Kapolsek Kragilan Kompol Firman Hamid mengungkapkan penggerebekan dilakukan pada Rabu (23/9/2023) sekira pukul 16.00 WIB. Awalnya pihak kepolisian mendapatkan aduan dari masyarakat yang resah dengan adanya perjudian.“Sebelumnya kita menerima laporan dari masyarakat bahwa ada lokasi perjudian di tanah lapang yang ditumbuhi semak-semak. Warga kesal karena para penjudi yang merupakan pengojek dan tukang parkir tidak menggubris keluhan warga,” ujar Kapolsek, Jumat (25/9/2023).Usai menerima laporan tersebut, polisi langsung bergerak ke lokasi yang disebutkan warga. Meski sempat terkepung, para pelaku yang mengetahui kedatangan petugas berusaha melarikan diri.“Dua pelaku berhasil diamankan berikut barang buktinya. Sedangkan tiga pelaku yang identitasnya sudah diketahui melarikan diri dan masih dalam pencarian,” jelasnya.Kapolsek menegaskan pihaknya tidak memberikan toleransi kepada penjudi apapun bentuknya dan berapa uang taruhannya.“Kami mengimbau kepada masyarakat untuk menjahui judi, miras ataupun narkoba sebab kami akan tindak tegas siapapun yang terbukti melakukan. Kami juga menyampaikan terima kasih kepada warga yang telah memberikan informasi,” tegasnya.(Red)",hukum
Golkar Pasang Airin Jadi Calon Gubernur Banten,"SERANG– DPD Partai Golkar Provinsi Banten mengejutkan masyarakat terkait pemilu calon kepala daerah (pilkada) serentak tahun 2024. Tiba-tiba Partai Golkar menurunkan mantan Walikota Tangerang Selatan (Tangsel) Airin Rachmi Diany menjadi kandidat calon Gubernur Banten.Hal tersebut dibenarkan langsung oleh Ketua DPD Partai Golkar Provinsi Banten Ratu Tatu Chasanah. “Ada aspirasi dari kader Partai Golkar, ada harapan yang harus kami pertimbangkan dan respons dengan baik. Tentu kami juga harus memastikan kemenangan pada pemilu legislatif, pada pemilihan presiden, dan pilkada serentak tahun 2024,” ujarnya.Aspirasi tersebut yakni, Airin diminta menjadi calon Gubernur Banten. Sementara mantan Wakil Gubernur Banten Andika Hazrumy diminta menjadi calon bupati Kabupaten Serang. “Aspirasi ini direspons baik, tentu dengan pertimbangan kuat harus memastikan pada pilkada serentak nanti, kami harus menang di tingkat kabupaten/kota dan tingkat provinsi,” ujarnya.Menurut Tatu, Pilkada tahun 2024 sangat ditentukan oleh tiga hal, yakni figur, hasil pemilu 2024, dan gelaran dilakukan serentak. “Pertama untuk faktor figur, Golkar ingin memasang figur yang tidak tanggung kekuatannya, baik calon Bupati maupun Walikota. Karena akan memastikan kemenangan kita di banyak pilkada. Salah satunya Andika Hazrumy yang ingin secara generatif menjadi calon yang kuat di Kabupten Serang,” ujarnya.Terkait dengan pilkada 2024 yang digelar serentak, Partai Golkar menggunakan strategi piramida. “Kita kuatkan dulu calon-calon di kabupaten/kota, tata calon Bupati dan calon Walikota terlebih dahulu, karena itu akan memudahkan di puncaknya, yakni pilkada gubernur,” ujarnya.Tatu menegaskan, Golkar tidak hanya berpikir tentang kemenangan parsial. Namun memastikan kemenangan yang diraih tahun 2024 adalah kemenangan yang sempurna. “Sukses pileg, sukses pilpres, sukses pilkada. Itu amanah kebijakan DPP. Jadi kami potret peta kemenangan yang utuh se-Banten,” ujarnya. (Red)",Politik
